"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"CHI01LA033","ACC","50621","2000-11-08T19:00:00Z","ABERDEEN","South Dakota","United States",,"N402XJ","402","false","Aviation","DirectorBrief","2001-10-23T04:00:00Z",,"Minor","0","0","1","1","0","the impact with the flock of snow geese.",,,"45.460075000000003","-98.479934","Saab","340-B","AIR","ABR","ABERDEEN REGIONAL","false","2","TP","SCHD","UNK","121","Substantial","VMC","MESABA AVIATION, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50621/pdf"
"ANC01FA011","ACC","50522","2000-10-22T13:54:00Z","BETHEL","Alaska","United States",,"N575D","UE-24","false","Aviation","DirectorBrief","2002-07-02T04:00:00Z",,"None","0","0","0","0","0","The flight crew's failure to maintain directional control during the landing roll.  A factor associated with the accident was the crew's failure to follow appropriate procedures.",,,"60.766666000000001","-161.84110999999999","Beech","1900D","AIR","BET","BETHEL","false","2","TP","SCHD","UNK","121","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50522/pdf"
"CHI01LA028","ACC","50571","2000-10-20T18:10:00Z","EDEN PRAIRIE","Minnesota","United States",,"N1RQ","46-36171","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"None","0","0","0","0","0","the pilot misjudging the landing flare, and his failure to recover from the bounced landing.",,,"44.860992000000003","-93.430556999999993","Piper","PT-46","AIR","FCM","FLYING CLOUD AIRPORT","false","1","TP",,"PERS","091","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50571/pdf"
"IAD01FA006","ACC","50503","2000-10-20T17:00:00Z","DULLES","Virginia","United States",,"N488UE","907","false","Aviation","DirectorBrief","2001-12-18T05:00:00Z",,"None","0","0","0","0","0","The manufacturer's lack of dimensional inspection and repair requirements for the gearbox forward and aft diaphragm, which caused the bull gear to shift and resulted in an uncontained separation of the bull gear during flight",,,,,"British Aerospace","JETSTREAM 3201","AIR","","","false","2","TP","SCHD","UNK","121","Substantial","VMC","ATLANTIC COAST AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50503/pdf"
"LAX01LA019","ACC","50502","2000-10-19T15:38:00Z","Concord","California","United States",,"N398DE","FA-109","false","Aviation","DirectorBrief","2003-11-25T05:00:00Z","2003-09-26T16:58:00Z","Serious","0","1","1","1","1","the pilot's delayed decision to abort the takeoff and his failure to utilize the propeller's reverse pitch function.",,,"37.989722999999998","-122.056945","Beech","300","AIR","CCR","Buchanan Field","false","2","TP",,"POSI","091","Substantial","VMC","AeroSmith Aviation, Inc.",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=50502","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50502/pdf"
"LAX01FA018","ACC","50494","2000-10-17T15:51:00Z","VAN NUYS","California","United States",,"N1801B, N162JC","LJ0634, 373","true","Aviation","DirectorBrief","2002-10-24T04:00:00Z",,"None","0","0","0","0","0","The failure of the pilot to correctly set a new transponder code and an anomaly in ATC software that precluded the controller from manually overriding the resulting inhibition of displayed data.  Factors in the accident were impaired function of the collision avoidance system in the other airplane due to structural masking of the airplane's transponder antenna, an intermittent failure of the approach controller's communication radio transmitter which interfered with his ability to communicate traffic information to the flight crew of other airplane, the failure of both the approach controller and the tower controller to issue safety alerts when the traffic conflict became apparent, and the failure of the flight crew of the other airplane to maintain an adequate visual lookout to see and avoid the airplane.",,,"34.189697000000002","-118.49009700000001","Beech, Gulfstream","C90, G-1159A","AIR, AIR","VNY","Van Nuys","false, false","2, 2","TP, TJ","NSCH","UNK, POSI","135, 091","Substantial, Minor","VMC","SUN QUEST EXECUTIVE AIR CHARTE, TRANS-EXEC AIR SERVICE, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50494/pdf"
"SEA01FA001","ACC","50476","2000-10-09T09:51:00Z","LUMMI ISLAND","Washington","United States",,"N941FE","208B0192","false","Aviation","DirectorBrief","2001-09-19T04:00:00Z",,"Fatal","1","0","0","1","0","The pilot's attempted flight into known adverse weather conditions, and his subsequent failure to maintain altitude above, or clearance with, trees.  Factors contributing to the accident included low ceilings, fog, the pilot's low-altitude flight, rising terrain, and trees.",,,"48.690311000000001","-122.659507","Cessna","208B","AIR","","","false","1","TP","NSCH","UNK","135","Substantial","IMC","EMPIRE AIRLINES INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50476/pdf"
"NYC01FA005","ACC","51292","2000-10-06T21:58:00Z","Edgartown","Massachusetts","United States",,"N60BT","358SA","false","Aviation","DirectorBrief","2002-02-07T05:00:00Z","2002-01-15T12:20:00Z","Fatal","4","0","0","4","0","The pilot's failure to follow instrument flight procedures resulting in a collision with a tree.  A factor related to the accident was the low cloud ceiling.",,,"41.411109000000003","-70.416663999999997","Mitsubishi","MU-2B-26A","AIR","MVY","Vineyard Haven Airport","false","2","TP",,"PERS","091","Destroyed","IMC",,,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=51292","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/51292/pdf"
"NYC00LA269","ACC","50380","2000-09-29T19:38:00Z","BOSTON","Massachusetts","United States",,"N241AE","241","false","Aviation","DirectorBrief","2001-05-17T04:00:00Z",,"None","0","0","0","0","0","The operator's loss of control of the belt-loader, due to his improper decision to depress the vehicle's accelerator in the proximity of the airplane.",,,,,"Saab","340B","AIR","BOS","GEN EDWRD LAWR LOGAN INTL","false","2","TP","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50380/pdf"
"SEA00LA192","ACC","50364","2000-09-27T14:30:00Z","COLUMBIA RIVER","Washington","United States",,"N5111A","602-0427","false","Aviation","DirectorBrief","2001-05-18T04:00:00Z",,"None","0","0","0","0","0","Clearance from a transmission power line was not maintained.  The power line was a factor.",,,"47.309707000000003","-120.08096999999999","Air Tractor","AT-602","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50364/pdf"
"NYC00LA265","ACC","50312","2000-09-23T19:50:00Z","GREENVILLE","Maine","United States",,"N590TA","208B0590","false","Aviation","DirectorBrief","2001-05-08T04:00:00Z",,"Minor","0","0","1","1","0","The pilot's improper in-flight decision to continue his descent without visual contact with the runway, and his inattention to his altitude, in relation to the airport elevation.",,,,,"Cessna","208B","AIR","3B1","GREENVILLE MUNICIPAL","false",,"TP",,"EXEC","091","Substantial","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50312/pdf"
"SEA00LA183","ACC","50340","2000-09-22T02:20:00Z","MISSOULA","Montana","United States",,"N99TH","U-155","false","Aviation","DirectorBrief","2003-03-26T05:00:00Z",,"None","0","0","0","0","0","A loss of directional control due to a brake locked as a result of snow and ice contamination.",,,"46.849063000000001","-113.989204","Beech","B99","AIR","MSO","MISSOULA INTERNATIONAL AI","false","2","TP","NSCH","UNK","135","Substantial","VMC","ALPINE AIR",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50340/pdf"
"LAX00LA344","ACC","50307","2000-09-21T08:30:00Z","CORCORAN","California","United States",,"N3626T","722B","false","Aviation","DirectorBrief","2002-07-15T04:00:00Z",,"None","0","0","0","0","0","The pilot's inadequate preflight inspection and his failure to maintain directional control during takeoff.  Factors were the pilot's failure to ensure that the fuel tank cover was replaced properly, fuel contamination of the windscreen, and the sun angle that obscured the pilot's vision.",,,"36.069750999999997","-119.529777","Schweizer","G-164B","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50307/pdf"
"ANC00MA125","ACC","50361","2000-09-18T15:10:00Z","NUIQSUT","Alaska","United States",,"N220CS","31T-8275013","false","Aviation","DirectorBrief","2002-06-18T04:00:00Z","2022-03-11T05:00:00Z","Fatal","5","5","0","10","0","The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush.  Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist.",,,"70.205557999999996","-151.01916499999999","Piper","PA-31T3","AIR","PAQT","NUIQSUT","false","2","TP","SCHD",,"135","Destroyed","VMC","CAPE SMYTHE AIR SERVICE INC.",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=50361","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50361/pdf"
"MIA00IA266","INC","50289","2000-09-16T19:25:00Z","MIAMI","Florida","United States",,"N194GA","UB-8","false","Aviation","DirectorBrief","2001-11-01T05:00:00Z",,"None","0","0","0","0","0","The excessive clearance between the shuttle valve and the shuttle bore in the end cap of the left main landing gear actuator for undetermined reasons either during overhaul or manufacturing resulting in failure to build hydraulic pressure using the emergency hand pump.  A finding in the investigation was the failure of the airplane manufacturer to identify procedures in the maintenance manual that would detect the above listed condition during check of the emergency hand pump.",,,"25.819496000000001","-80.300078999999997","Beech","1900C","AIR","MIA","MIAMI INTERNATIONAL","false","2","TP","SCHD","UNK","121","Minor","VMC","GULFSTREAM INTERNATIONAL",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50289/pdf"
"CHI00LA312","ACC","50676","2000-09-14T22:15:00Z","Belleville","Michigan","United States",,"N806BF","208B-0806","false","Aviation","DirectorBrief","2003-04-23T04:00:00Z",,"None","0","0","0","0","0","the pilot's improper securing of the cargo that led up to the cargo shift during takeoff roll.  A factor was the cargo restraint failure.",,,"42.236389000000003","-83.527495999999999","Cessna","208B","AIR","YIP","Willow Run Airport","false","1","TP","NSCH",,"135","Substantial","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50676/pdf"
"FTW00LA259","ACC","50257","2000-09-14T18:10:00Z","LARIAT","Texas","United States",,"N1508V","502-0144","false","Aviation","DirectorBrief","2001-04-19T04:00:00Z",,"Fatal","1","0","0","1","0","The pilot's failure to maintain clearance with the antenna guy wire.  A factor was the pilot's physical impairment from his use of diphenhydramine.",,,"34.219821000000003","-102.720726","Air Tractor","AT-502","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50257/pdf"
"ANC00GA121","ACC","50284","2000-09-12T13:37:00Z","ANCHORAGE","Alaska","United States",,"N15","LA-138","false","Aviation","DirectorBrief","2001-11-01T05:00:00Z",,"None","0","0","0","0","0","The failure of the right main landing gear drag leg (scissors) attach point, which resulted in the landing gear becoming jammed  against the landing gear door during the extension cycle.",,,"61.159689999999998","-149.98942500000001","Beech","F-90","AIR","PANC","ANCHORAGE INTERNATIONAL","false","2","TP",,"INST","091","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50284/pdf"
"FTW00LA257","ACC","50244","2000-09-06T14:10:00Z","SEGRAVES","Texas","United States",,"N6174H","402B-0994","false","Aviation","DirectorBrief","2001-07-17T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain clearance with the irrigation system. A factor was the whirlwind weather condition.",,,"32.940489999999997","-102.560821","Air Tractor","402B","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50244/pdf"
"FTW00LA246","ACC","50110","2000-08-28T10:51:00Z","EUDORA","Arkansas","United States",,"N61389","0312","false","Aviation","DirectorBrief","2001-09-19T04:00:00Z",,"Serious","0","1","0","1","0","the pilot's failure to maintain obstacle clearance while maneuvering.",,,"33.110466000000002","-91.259635000000003","Air Tractor","AT-502B","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50110/pdf"
"FTW00LA242","ACC","50091","2000-08-24T02:15:00Z","CORSICANA","Texas","United States",,"N770MA","625","false","Aviation","DirectorBrief","2001-07-17T04:00:00Z","2001-06-11T13:43:00Z","None","0","0","0","0","0","the in-flight separation of the propeller blade, which resulted from intergranular corrosion and fatigue cracking.",,,"32.079231","-96.460509999999999","Mitsubishi","MU-2B-35","AIR","CRS","C. DAVID CAMPBELL FIELD","false","2","TP","NSCH","UNK","135","Substantial","VMC","",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=50091","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50091/pdf"
"MIA00LA245","ACC","50072","2000-08-23T11:45:00Z","BERLIN","Georgia","United States",,"N8919H","1563","false","Aviation","DirectorBrief","2001-05-17T04:00:00Z",,"None","0","0","0","0","0","the pilot's failure to maintain adequate airspeed resulting in an inadvertent stall and collision with terrain.",,,"31.160905","-83.770438999999996","Schweizer","G-164A","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50072/pdf"
"ANC00LA106","ACC","50167","2000-08-18T14:50:00Z","DEADHORSE","Alaska","United States",,"N995SB","D179","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"None","0","0","0","0","0","An in-flight collision with a bird.",,,"70.430685999999994","-149.290054","Beech","C-99","AIR","","","false","2","TP","SCHD","UNK","135","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50167/pdf"
"FTW00LA233","ACC","50009","2000-08-15T13:30:00Z","DEERPARK","Louisiana","United States",,"N9136U, N944QC","502-0204, 697B","false","Aviation","DirectorBrief","2001-12-04T05:00:00Z",,"Minor","0","0","1","1","0","the failure of both pilots to maintain a visual outlook during landing approach.  A contributing factor was both pilot's failure to follow recommended traffic patterns.",,,"31.560601999999999","-91.440994000000003","Air Tractor, Schweizer","AT-502, G-164B","AIR, AIR","LA40","F L BRAUGHTON","false, false","1, 1","TP, TP","UNK, UNK","AAPL, AAPL","137, 137","Destroyed, Destroyed","VMC","ANGELINA FLYING SERVICE, ",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50009/pdf"
"CHI00LA257","ACC","50002","2000-08-14T10:20:00Z","BAD AXE","Michigan","United States",,"N3103B","2583R","false","Aviation","DirectorBrief","2001-07-26T04:00:00Z",,"Fatal","1","0","0","1","0","The inadvertent stall/spin encountered by the pilot.  A factor was the low altitude.",,,"43.799823000000004","-82.990875000000003","Ayres","S2R-600","AIR","","","false","1","TP","UNK","AAPL","137","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50002/pdf"
"FTW00LA232","ACC","49996","2000-08-14T07:30:00Z","HELENA","Arkansas","United States",,"N73184","502-0010","false","Aviation","DirectorBrief","2001-09-19T04:00:00Z",,"None","0","0","0","0","0","the pilot's failure to maintain obstacle clearance.  A contributing factor was the sun glare.",,,"34.519210000000001","-90.599845000000002","Air Tractor","AT-502","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49996/pdf"
"FTW00IA228","INC","49978","2000-08-12T13:03:00Z","San Angelo","Texas","United States",,"N16718","120136","false","Aviation","DirectorBrief","2002-06-03T04:00:00Z",,"Minor","0","0","1","1","0","the improper installation of the right elevator trim control wheel by company mechanics, which resulted in an elevator trim malfunction.",,,"31.610745999999999","-100.550926","Embraer","EMB-120ER","AIR","SJT","San Angelo Regional","false","2","TP","SCHD",,"121","None","VMC","Continental Express Inc.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49978/pdf"
"CHI00LA254","ACC","51071","2000-08-11T23:00:00Z","NORTH PLATTE","Nebraska","United States",,"N1116Y, N734WD","208B-0368, 17269165","false","Aviation","DirectorBrief","2001-12-04T05:00:00Z","2001-09-25T11:58:00Z","None","0","0","0","0","0","the pilot not maintaining clearance form the other airplane while taxiing.  A factor was the dark night.",,,,,"Cessna, Cessna","208B, 172N","AIR, AIR","LBF","NORTH PLATTE REGIONAL","false, false","1, 1","TP, REC","NSCH","UNK, INST","135, 091","Minor, Substantial","VMC",", MCAIR AVIATION",,"Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=51071","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/51071/pdf"
"SEA00LA160","ACC","51329","2000-08-11T11:36:00Z","SALMON RIVER","Idaho","United States",,"N6159F","802A-0029","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"None","0","0","0","0","0","Compressor turbine blade failure due to high-cycle fatigue initiating in the surface of the fir-tree root.  Factors include unsuitable terrain for an emergency landing.",,,"45.939495000000001","-116.519683","Air Tractor","AT-802F","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/51329/pdf"
"MIA00LA237","ACC","49989","2000-08-10T15:30:00Z","PERTHSHIRE","Mississippi","United States",,"N90158","502B0575","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z",,"None","0","0","0","0","0","the pilot's failure to perform a weight and balance check that resulted in overloading of the airplane with spraying material, for the weather conditions that existed at the time of takeoff.  Factors in this accident were extremely high temperatures, which resulted in a high-density altitude condition.",,,"33.940207999999998","-90.940223000000003","Air Tractor","502B","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49989/pdf"
"CHI00IA248","INC","50139","2000-08-06T13:00:00Z","CHICAGO","Illinois","United States",,"N269AE, N119UA","269, ","false","Aviation","DirectorBrief","2001-12-04T05:00:00Z",,"None","0","0","0","0","0","the improper takeoff clearance issued by the local controller.",,,,,"Aerospatiale, Boeing","ATR-42-2000, B-747-422","AIR, AIR","ORD","O'HARE INTERNATIONAL","false, false","2, 4","TP, UNK","SCHD, SCHD","UNK, UNK","121, 121","None, None","VMC","AMERICAN EAGLE AIRLINES, ",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/50139/pdf"
"MIA00FA229","ACC","49837","2000-07-31T00:34:00Z","RALEIGH","North Carolina","United States",,"N201RH","163","false","Aviation","DirectorBrief","2002-05-21T04:00:00Z",,"Fatal","1","1","1","3","0","the pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees.  Factors in this accident were: reduced visibility due to dark night and fog.  An additional factor was the pilot was not certified for instrument flight.",,,"35.849722999999997","-78.751113000000004","de Havilland","DHC-6-200","AIR","RDU","Raleigh-Durham Intl.","false","2","TP",,"POSI","091","Destroyed","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49837/pdf"
"SEA00TA149","ACC","49881","2000-07-30T17:00:00Z","ELK CITY","Idaho","United States",,"N179Z","SH-3109","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"None","0","0","0","0","0","Entanglement of air-dropped cargo parachute with the aircraft's horizontal stabilizer, resulting in damage to the horizontal stabilizer.",,,"45.800884000000003","-115.510795","Short","SD3-30 200","AIR","","","false","2","TP","UNK","PUBU","PUBU","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49881/pdf"
"CHI00IA221","INC","49813","2000-07-23T17:31:00Z","CHAMPAIGN","Illinois","United States",,"N421TE","102","false","Aviation","DirectorBrief","2002-01-02T05:00:00Z",,"None","0","0","0","0","0","The failure of the aileron trim switch due to foreign material contamination.",,,"40.109088","-88.239615999999998","Aerospatiale","ATR 42-300","AIR","","","false","2","TP","SCHD","UNK","121","None","VMC","TRANS STATES AIRLINES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49813/pdf"
"SEA00LA141","ACC","49806","2000-07-21T08:30:00Z","GRAND VIEW","Idaho","United States",,"N4925X","2124R","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"Minor","0","0","1","1","0","Internal deterioration of a fuel line, resulting in loss of engine power.  Factors included obstruction of the fuel line, fuel starvation, and a fence in the forced landing area.",,,"42.910114","-116.120803","Rockwell","S-2R","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49806/pdf"
"NYC00MA201","ACC","54159","2000-07-19T00:31:00Z","LINNEUS","Maine","United States",,"CGNAK","154","false","Aviation","DirectorBrief","2001-09-27T04:00:00Z",,"Fatal","2","0","0","2","0","The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control.  Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",,,,,"Grumman","G-159","AIR","","","false","2","TP","UNK","UNK","NUSC","Destroyed","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/54159/pdf"
"FTW00LA210","ACC","49740","2000-07-15T10:00:00Z","VILLE PLATTE","Louisiana","United States",,"N428KG","534B","false","Aviation","DirectorBrief","2001-04-06T04:00:00Z",,"Fatal","1","0","0","1","0","The loss of control for an undetermined reason.",,,"30.690099","-92.280448000000007","Grumman-Schweizer","G-164B","AIR","","","false","1","TP","UNK","AAPL","137","Destroyed","VMC","YOUNG FLYERS INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49740/pdf"
"FTW00LA200","ACC","49650","2000-07-08T07:50:00Z","MOSCOW","Texas","United States",,"N3629T","751B","false","Aviation","DirectorBrief","2001-07-10T04:00:00Z",,"Serious","0","1","0","1","0","the failure of the power output reduction gear to the propeller.  A contributing factor was the lack of suitable terrain for the forced landing.",,,"30.920449999999999","-94.930808999999996","Schweizer","G-164B","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","PAYNES FLYING SERVICE, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49650/pdf"
"FTW00LA195","ACC","49630","2000-07-05T08:00:00Z","ANAHUAC","Texas","United States",,"N2252N","T41-225DC","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z",,"Minor","0","0","1","1","0","The pilot's failure to maintain clearance with the power line.  A factor was the lack of suitable terrain for the forced landing.",,,"29.760975999999999","-94.669021000000001","Ayres","S2R-T34","AIR","","","false","1","TP","UNK","AAPL","137","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49630/pdf"
"FTW00LA192","ACC","49599","2000-07-03T13:30:00Z","BROWNFIELD","Texas","United States",,"N4061H","G10-161","false","Aviation","DirectorBrief","2001-03-02T05:00:00Z",,"Minor","0","0","1","1","0","The loss of engine power due to the blocked engine intake, which resulted from ingesting birds.  Factors were the lack of suitable terrain for the forced landing and the pilot's intentional ground loop in an attempt to avoid a ditch.",,,"33.169967","-102.269142","AYRES","S2R-G10","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","EVERIDGE AERIAL FARMING, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49599/pdf"
"MIA00LA205","ACC","49616","2000-07-02T14:00:00Z","LAKE WALES","Florida","United States",,"N983K","LJ-169","false","Aviation","DirectorBrief","2000-12-04T05:00:00Z",,"None","0","0","0","0","0","The pilot's inadequate visual lookout while maneuvering to avoid a flock of birds shortly after takeoff, resulting in the aircraft colliding with a wire. A factor in the accident was the pilot's fatigue after having worked everyday for the previous 3 weeks.",,,"27.899135000000001","-81.579161999999997","Beech","65-A90","AIR","X07","LAKE WALES","false","2","TP",,"UNK","091","Substantial","VMC","SKYDIVE LAKE WALES",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49616/pdf"
"CHI00LA177","ACC","49569","2000-06-29T13:00:00Z","PORTLAND","North Dakota","United States",,"N91891","502-0224","false","Aviation","DirectorBrief","2001-05-08T04:00:00Z",,"None","0","0","0","0","0","the pilot intentionally operated the airplane with known damage on the left wing which resulted in the pilot's inability to maintain control of the airplane during takeoff.",,,"47.489063000000002","-97.359686999999994","Air Tractor","AT-502","AIR","","","false","1","TP","UNK","AAPL","137","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49569/pdf"
"CHI00LA176","ACC","49567","2000-06-29T08:00:00Z","JOLIET","Illinois","United States",,"N780CA","BB-1547","false","Aviation","DirectorBrief","2001-04-06T04:00:00Z",,"Minor","0","0","2","2","0","the failure of the pilot to obtain fuel and the inadequate preflight planning and preparation by the pilot.  Factors to the accident were the fuel exhaustion and the ravine at the end of the runway.",,,"41.509203999999997","-88.180853999999997","Beech","B200","AIR","JOT","JOLIET REGIONAL","false","2","TP",,"EXEC","091","Substantial","VMC","RUAND INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49567/pdf"
"SEA00LA112","ACC","49520","2000-06-22T17:00:00Z","BOARDMAN","Oregon","United States",,"N3129V","G10-112","false","Aviation","DirectorBrief","2001-07-02T04:00:00Z",,"None","0","0","0","0","0","The pilot's failure to maintain adequate airspeed through an area of turbulence, resulting in entry into a stall/mush condition.  Factors included tailwind conditions, trees at the end of the runway, terrain-induced turbulence, and crops near the airstrip.",,,"45.790519000000003","-119.89051000000001","Ayres","S2R-G10","AIR","","PRIVATE STRIP","false","1","TP","UNK","AAPL","137","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/49520/pdf"
